accession_number,report_date,url,issuer,class,cusip,value,shares,share_type,discretion,voting_sole,voting_shared,voting_none
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,CORNING INC,COM,219350105,386417134,8558519,SH,SOLE,8440019,0,118500
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,CORTEVA INC,COM,22052L104,92757687,1577780,SH,SOLE,1556710,0,21070
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,COTERRA ENERGY INC,COM,127097103,78793587,3289920,SH,SOLE,3185520,0,104400
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,CREDO TECHNOLOGY GROUP HOLDI,ORDINARY SHARES,G25457105,21526120,698900,SH,SOLE,698900,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,CROWDSTRIKE HLDGS INC,CL A,22788C105,38294253,136536,SH,SOLE,136536,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,CSX CORP,COM,126408103,80468712,2330400,SH,SOLE,2330400,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,CURTISS WRIGHT CORP,COM,231561101,270344241,822490,SH,SOLE,801630,0,20860
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,CVS HEALTH CORP,COM,126650100,201909251,3211025,SH,SOLE,3135655,0,75370
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,CYBERARK SOFTWARE LTD,SHS,M2682V108,18036079,61850,SH,SOLE,61850,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DANAHER CORPORATION,COM,235851102,8879125,31937,SH,SOLE,31937,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DECKERS OUTDOOR CORP,COM,243537107,5112605,32064,SH,SOLE,32064,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DEERE & CO,COM,244199105,36078179,86450,SH,SOLE,86450,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DELL TECHNOLOGIES INC,CL C,24703L202,49889931,420870,SH,SOLE,408520,0,12350
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DELTA AIR LINES INC DEL,COM NEW,247361702,1137925724,22404523,SH,SOLE,21496963,0,907560
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DESCARTES SYS GROUP INC,COM,249906108,217696667,2114381,SH,SOLE,2114381,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DISCOVER FINL SVCS,COM,254709108,98447525,701743,SH,SOLE,701743,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DISNEY WALT CO,COM,254687106,619072491,6435934,SH,SOLE,6282334,0,153600
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DOCUSIGN INC,COM,256163106,30289985,487840,SH,SOLE,471380,0,16460
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DOLLAR GEN CORP NEW,COM,256677105,9670580,114350,SH,SOLE,114350,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DOLLAR TREE INC,COM,256746108,213129020,3030845,SH,SOLE,2947845,0,83000
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DOORDASH INC,CL A,25809K105,18577737,130160,SH,SOLE,125560,0,4600
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DOW INC,COM,260557103,92621288,1695428,SH,SOLE,1655499,0,39930
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DUOLINGO INC,CL A COM,26603R106,1508807,5350,SH,SOLE,5350,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,DUPONT DE NEMOURS INC,COM,26614N102,236990359,2659526,SH,SOLE,2577156,0,82370
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,E L F BEAUTY INC,COM,26856L103,34917402,320255,SH,SOLE,320255,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,EBAY INC.,COM,278642103,146907042,2256290,SH,SOLE,2256290,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,EDWARDS LIFESCIENCES CORP,COM,28176E108,117772353,1784700,SH,SOLE,1784700,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ELANCO ANIMAL HEALTH INC,COM,28414H103,772334124,52575502,SH,SOLE,49123862,0,3451640
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ELECTRONIC ARTS INC,COM,285512109,101861047,710130,SH,SOLE,691030,0,19100
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ELI LILLY & CO,COM,532457108,15672728661,17690508,SH,SOLE,17350441,0,340067
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ENOVIS CORPORATION,COM,194014502,3672165,85300,SH,SOLE,85300,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ENTEGRIS INC,COM,29362U104,332232109,2952387,SH,SOLE,2943320,0,9067
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,EOG RES INC,COM,26875P101,334730646,2722937,SH,SOLE,2722937,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,EPR PPTYS,COM SH BEN INT,26884U109,6338910,129260,SH,SOLE,129260,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ESAB CORPORATION,COM,29605J106,708769,6667,SH,SOLE,6667,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ETSY INC,COM,29786A106,1776960,32000,SH,SOLE,32000,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,EVERCORE INC,CLASS A,29977A105,88800737,350520,SH,SOLE,350520,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,EXACT SCIENCES CORP,COM,30063P105,33807956,496300,SH,SOLE,496300,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,EXXON MOBIL CORP,COM,30231G102,830451183,7084552,SH,SOLE,6922844,0,161708
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,FEDEX CORP,COM,31428X106,3478289433,12709330,SH,SOLE,12460332,0,248998
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,FIBROGEN INC,COM,31572Q808,3958544,9911231,SH,SOLE,9349431,0,561800
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,FIDELITY NATL INFORMATION SV,COM,31620M106,127894625,1527100,SH,SOLE,1527100,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,FIVE BELOW INC,COM,33829M101,326895,3700,SH,SOLE,3700,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,FLEX LTD,ORD,Y2573F102,1443876271,43191034,SH,SOLE,41167401,0,2023632
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,FLYWIRE CORPORATION,COM VTG,302492103,32190501,1964032,SH,SOLE,1964032,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,FORMFACTOR INC,COM,346375108,130555544,2838164,SH,SOLE,2838164,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,FORTINET INC,COM,34959E109,5385848,69450,SH,SOLE,69450,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,FREEPORT-MCMORAN INC,CL B,35671D857,161196672,3229100,SH,SOLE,3188900,0,40200
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,FRONTIER GROUP HLDGS INC,COM,35909R108,1426310,266600,SH,SOLE,266600,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GALAPAGOS NV,SPON ADR,36315X101,20735710,720240,SH,SOLE,720240,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GARTNER INC,COM,366651107,56149008,110800,SH,SOLE,110800,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GENERAL DYNAMICS CORP,COM,369550108,241288568,798440,SH,SOLE,797880,0,560
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GFL ENVIRONMENTAL INC,SUB VTG SHS,36168Q104,42041496,1054200,SH,SOLE,1054200,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GIBRALTAR INDS INC,COM,374689107,7153839,102300,SH,SOLE,102300,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GILDAN ACTIVEWEAR INC,COM,375916103,4546115,96500,SH,SOLE,96500,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GITLAB INC,CLASS A COM,37637K108,42331864,821340,SH,SOLE,821340,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GLAUKOS CORP,COM,377322102,162222702,1245185,SH,SOLE,1245185,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GLOBUS MED INC,CL A,379577208,3306937,46225,SH,SOLE,46225,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GOLDMAN SACHS GROUP INC,COM,38141G104,126079762,254650,SH,SOLE,254650,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GRAIL INC,COM,384747101,30031284,2182506,SH,SOLE,2150983,0,31523
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GREIF INC,CL B,397624206,1675920,24000,SH,SOLE,24000,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GRIFFON CORP,COM,398433102,16387000,234100,SH,SOLE,234100,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GROWGENERATION CORP,COM,39986L109,2470587,1159900,SH,SOLE,1159900,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GSK PLC,SPONSORED ADR,37733W204,607221502,14853755,SH,SOLE,14374275,0,479480
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GUARDANT HEALTH INC,COM,40131M109,1518078,66176,SH,SOLE,66176,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,GXO LOGISTICS INCORPORATED,COMMON STOCK,36262G101,11950065,229500,SH,SOLE,229500,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,HALEON PLC,SPON ADS,405552100,5797840,548000,SH,SOLE,548000,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,HEALTH CATALYST INC,COM,42225T107,19572321,2404462,SH,SOLE,2404462,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,HERTZ GLOBAL HLDGS INC,COM NEW,42806J700,1154340,349800,SH,SOLE,349800,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,HESS CORP,COM,42809H107,1074849531,7914945,SH,SOLE,7774885,0,140060
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,HEWLETT PACKARD ENTERPRISE C,COM,42824C109,641520352,31354856,SH,SOLE,30499106,0,855750
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,HONEYWELL INTL INC,COM,438516106,45682910,221000,SH,SOLE,221000,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,HP INC,COM,40434L105,801351583,22340440,SH,SOLE,21383730,0,956710
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,HUBSPOT INC,COM,443573100,48508500,91250,SH,SOLE,91250,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,HUMANA INC,COM,444859102,11876167,37495,SH,SOLE,37495,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,HUNT J B TRANS SVCS INC,COM,445658107,111756005,648500,SH,SOLE,648500,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,IBOTTA INC,CLASS A COM SHS,451051106,8851508,143670,SH,SOLE,143670,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,IDEX CORP,COM,45167R104,63169179,294495,SH,SOLE,263845,0,30650
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ILLUMINA INC,COM,452327109,328158378,2516359,SH,SOLE,2344419,0,171940
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,IMAX CORP,COM,45245E109,18986107,925700,SH,SOLE,925700,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,IMMUNOCORE HLDGS PLC,ADS,45258D105,76953983,2472020,SH,SOLE,2446160,0,25860
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,IMMUNOME INC,COM,45257U108,4105296,280800,SH,SOLE,280800,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,INDIE SEMICONDUCTOR INC,CLASS A COM,45569U101,101619098,25468445,SH,SOLE,23262720,0,2205726
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,INGEVITY CORP,COM,45688C107,2691000,69000,SH,SOLE,69000,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,INSULET CORP,COM,45784P101,128500810,552098,SH,SOLE,552098,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,INTEL CORP,COM,458140100,1812686448,77267112,SH,SOLE,74213330,0,3053782
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,INTUIT,COM,461202103,1022809356,1647036,SH,SOLE,1614536,0,32500
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,IQVIA HLDGS INC,COM,46266C105,77241794,325956,SH,SOLE,317866,0,8090
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,IROBOT CORP,COM,462726100,12584536,1448163,SH,SOLE,1448163,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,IVANHOE ELECTRIC INC,COM,46578C108,3602268,425800,SH,SOLE,425800,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,JABIL INC,COM,466313103,442479465,3692560,SH,SOLE,3513260,0,179300
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,JACOBS SOLUTIONS INC,COM,46982L108,690010815,5271282,SH,SOLE,5073882,0,197400
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,JAMF HLDG CORP,COM,47074L105,832800,48000,SH,SOLE,48000,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,JELD-WEN HLDG INC,COM,47580P103,4937463,312300,SH,SOLE,312300,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,JETBLUE AWYS CORP,COM,477143101,20778144,3167400,SH,SOLE,3167400,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,JPMORGAN CHASE & CO.,COM,46625H100,1190782298,5647265,SH,SOLE,5498965,0,148300
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,KEYCORP,COM,493267108,28634125,1709500,SH,SOLE,1709500,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,KEYSIGHT TECHNOLOGIES INC,COM,49338L103,111606210,702235,SH,SOLE,670075,0,32160
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,KIRBY CORP,COM,497266106,32811240,268000,SH,SOLE,268000,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,KLA CORP,COM NEW,482480100,4105549328,5301519,SH,SOLE,5229409,0,72110
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,KNIGHT-SWIFT TRANSN HLDGS IN,CL A,499049104,9559940,177200,SH,SOLE,177200,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,L3HARRIS TECHNOLOGIES INC,COM,502431109,59776731,251300,SH,SOLE,251300,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,LAS VEGAS SANDS CORP,COM,517834107,11281194,224100,SH,SOLE,224100,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,LESLIES INC,COM,527064109,3086688,976800,SH,SOLE,976800,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,LI-CYCLE HOLDINGS CORP,COM NEW,50202P204,896969,409575,SH,SOLE,409575,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,LINDE PLC,SHS,G54950103,131613360,276000,SH,SOLE,276000,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,LIVANOVA PLC,SHS,G5509L101,295684926,5627806,SH,SOLE,5386456,0,241350
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,LIVE NATION ENTERTAINMENT IN,COM,538034109,86614256,791070,SH,SOLE,775860,0,15210
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,LOAR HOLDINGS INC,COM SHS,53947R105,625064,8380,SH,SOLE,7880,0,500
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,LPL FINL HLDGS INC,COM,50212V100,9514567,40900,SH,SOLE,40900,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,LYFT INC,CL A COM,55087P104,82767776,6491590,SH,SOLE,6227310,0,264280
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,MADISON SQUARE GARDEN ENTMT,COM CL A,558256103,3236533,76100,SH,SOLE,76100,0,0
